Isolate,Vancomycin,Streptomycin,Macrolide,Chloramphenicol,Amikacin/Gentamicin/Kanamycin/Tobramycin,Florfenicol/Oxazolidinone,Chloramphenicol/Florfenicol,Amikacin/Kanamycin,Other antimicrobial,Tetracycline,Lincosamide/Macrolide/Streptogramin,Lincosamides,Lincosamide/Streptogramin,Other aminoglycoside resistance (non-RMT),Trimethoprim,Fosfomycin,Quinolone,Amikacin/Kanamycin/Tobramycin,Streptogramin
NZ_CP066446.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia^,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP066445.1,,,,,,,,,,,,,,,,,,,
NZ_CP066444.1,,,,,,,,,,,,,,,,,,,
NZ_CP066456.1,,,,,,,,,,,,,,,,,,,
NZ_CP066455.1,,,,,,,,,,,,,,,,,,,
NZ_CP066454.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia^,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP066453.1,,,,,,,,,,,,,,,,,,,
NZ_CP066452.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP066441.1,,,,,,,,,,,,,,,,,,,
NZ_CP066440.1,,,,,,,,,,,,,,,,,,,
NZ_CP066439.1,,,,,,,,,,,,,,,,,,,
NZ_CP066438.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP066437.1,,,,,,,,,,,,,,,,,,,
NZ_CP066436.1,,,,,,,,,,,,,,,dfrG,,,,
NZ_CP066435.1,,,,,,,,,,,,,,,,,,,
NZ_CP066433.1,,,,,,,,,,,,,,,,,,,
NZ_CP066432.1,,,,,,,,,,,,,,,,,,,
NZ_CP066431.1,,,,,,,,,,,,,,,,,,,
NZ_CP066430.1,,,,,,,,,,,,,,,,,,,
NZ_CP066429.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia^,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP066428.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP066465.1,,,,,,,,,,,,,,,,,,,
NZ_CP066464.1,,,,,,,,,,,,,,,,,,,
NZ_CP066463.1,,,,,,,,,,,,,,,,,,,
NZ_CP066462.1,,,,,,,,,,,,,,,,,,,
NZ_CP066461.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP066460.1,,,,,,,,,,,,,,,,,,,
NZ_CP066459.1,,,,,,,,,,,,,,,,,,,
NZ_CP066458.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP066388.1,,,,,,,,,,,,,,,,,,,
NZ_CP066387.1,,,,,,,,,,,,,,,,,,,
NZ_CP066386.1,,,,,,,,,,,,,,,,,,,
NZ_CP066385.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP066384.1,,,,,,,,,,,,,,,,,,,
NZ_CP066383.1,"vanA*,vanH-A,vanX-A,vanZ-A",,,,,,,,,,,,,,,,,,
NZ_CP066382.1,,,,,,,,,,,,,,,,,,,
NZ_CP066485.1,,,,,,,,,,,,,,,,,,,
NZ_CP066484.1,,,,,,,,,,,,,,,,,,,
NZ_CP066483.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A*",,erm(B)*,,,,,,,,,,,,,,,,
NZ_CP066482.1,,,,,,,,,,,,,,,,,,,
NZ_CP066481.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP066395.1,,,,,,,,,,,,,,,,,,,
NZ_CP066394.1,,,,,,,,,,,,,,,,,,,
NZ_CP066393.1,,,,,,,,,,,,,,,,,,,
NZ_CP066392.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A",ant(6)-Ia*,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP066391.1,,,,,,,,,,,,,,,,,,,
NZ_CP066390.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP066472.1,,,,,,,,,,,,,,,,,,,
NZ_CP066471.1,,,,,,,,,,,,,,,,,,,
NZ_CP066470.1,,,,,,,,,,,,,,,,,,,
NZ_CP066469.1,,,,,,,,,,,,,,,,,,,
NZ_CP066468.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP066467.1,,,,,,,,,,,,,,,,,,,
NZ_CP066426.1,,,,,,,,,,,,,,,,,,,
NZ_CP066425.1,,,,,,,,,,,,,,,,,,,
NZ_CP066424.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia*,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP066423.1,,,,,,,,,,,,,,,,,,,
NZ_CP066422.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP066420.1,,,,,,,,,,,,,,,,,,,
NZ_CP066419.1,,,,,,,,,,,,,,,,,,,
NZ_CP066417.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP066416.1,,,,,,,,,,,,,,,,,,,
NZ_CP025078.1,,ant(6)-Ia,erm(B),catA,,,,,,"tet(L),tet(M)",,lnu(B),lsa(E),spw^,,,,,
NZ_CP065935.1,,,,,,,,,,,,,,,,,,,
NZ_CP065934.1,,,,,,,,,,,,,,,,,,,
NZ_CP065933.1,,,,,,,,,,,,,,,,,,,
NZ_CP065932.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia^,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP065931.1,,,,,,,,,,,,,,,,,,,
NZ_CP065930.1,,,,,,,,,,,,,,,dfrF*,,,,
NZ_CP065929.1,,,,,,,,,,,,,,,,,,,
NZ_AP019396.1,,,erm(B),,,,,,,,,,,,,,,,
NZ_AP019395.1,,,,,,,,,,,,,,,,,,,
NZ_CP023427.1,,,,,,,,,,,,,,,,,,,
NZ_CP023426.1,,ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,lnu(B)^,lsa(E),,,,,,
NZ_CP023425.1,,,,,,,,,,,,,,,,,,,
NZ_CP023424.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP089324.1,,,,,,,,,,,,,,,,,,,
NZ_CP089323.1,,,,,,,,,,,,,,,,,,,
NZ_CP089322.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia*,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP089321.1,,,,,,,,,,,,,,,,,,,
NZ_CP089320.1,,,,,,,,,,,,,,,,,,,
NZ_CP114623.1,,,,,,,,,,,,,,,,,,,
NZ_CP114622.1,,,,,,,,,,,,,,,,,,,
NZ_CP114621.1,,,,,,,,,,,,,,,,,,,
NZ_CP114620.1,,ant(6)-Ia^,,,,,,aph(3')-IIIa,sat4,tet(S),,,,,,,,,
NZ_CP114619.1,"vanA,vanH-A,vanS-A,vanX-A,vanY-A*,vanZ-A,vanR-A^",,erm(B)^,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP114618.1,,,,,,,,,,,,,,,,,,,
NZ_CP065553.1,,,,,,,,,,,,,,,,,,,
NZ_CP065552.1,,,,,,,,,,,,,,,,,,,
NZ_CP065550.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia^,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_CP065549.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_CP065548.1,,,,,,,,,,,,,,,,,,,
NZ_CP065526.1,,ant(6)-Ia*,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_CP065525.1,,,,,,,,,,,,,,,,,,,
NZ_CP065524.1,,,,,,,,,,,,,,,,,,,
NZ_CP065530.1,,,,,,,,,,,,,,,,,,,
NZ_CP065529.1,,,,,,,,,,,,,,,,,,,
NZ_CP065528.1,,,,,,,,,,,,,,,,,,,
NZ_AP022344.1,,,,,,,,,,,,,,,,,,,
NZ_AP022343.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A",,erm(A),,,,,,,,,,,ant(9)-Ia,,,,,
NZ_AP022342.1,,ant(6)-Ia,erm(B),,,,,,,,,,,,,,,,
NZ_LR135316.1,,,,,,,,,,,,,,,,,,,
NZ_LR135315.1,,,,,,,,,,,,,,,,,,,
NZ_LR135314.1,,,,,,,,,,,,,,,,,,,
NZ_LR135313.1,,,,,,,,,,,,,,,,,,,
NZ_LR135312.1,,,,,,,,,,,,,,,,,,,
NZ_LR135311.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,,,,lnu(B)^,,,,,,,
NZ_LR135310.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135309.1,,,,,,,,,,,,,,,,,,,
NZ_LR135308.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135343.1,,,,,,,,,,,,,,,,,,,
NZ_LR135342.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135341.1,,,,,,,,,,,,,,,dfrG,,,,
NZ_LR135340.1,,,,,,,,,,,,,,,,,,,
NZ_LR135338.1,,,,,,,,,,,,,,,,,,,
NZ_LR135337.1,,,,,,,,,,,,,,,,,,,
NZ_LR135336.1,,,,,,,,,,,,,,,,,,,
NZ_LR135335.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135334.1,,,,,aph(2'')-IIa*,,,,,,,,,,,,,aac(6')-Im,
NZ_LR135333.1,,,,,,,,,,,,,,,,,,,
NZ_LR135332.1,,,,,,,,,,,,,,,,,,,
NZ_LR135292.1,,,,,,,,,,,,,,,,,,,
NZ_LR135291.1,,,,,,,,,,,,,,,,,,,
NZ_LR135290.1,,ant(6)-Ia,erm(B),,,,,,,,,,,,,,,,
NZ_LR135289.1,,,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_LR135288.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135306.1,,,,,,,,,,,,,,,,,,,
NZ_LR135305.1,,,,,,,,,,,,,,,,,,,
NZ_LR135304.1,,,,,,,,,,,,,,,,,,,
NZ_LR135303.1,,,,,,,,,,,,,,,,,,,
NZ_LR135302.1,,,,,,,,,,,,,,,,,,,
NZ_LR135300.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135299.1,,,,,,,,,,,,,,,dfrG,,,,
NZ_LR135298.1,"vanB*,vanH-B*,vanR-B,vanS-B*,vanW-B,vanX-B,vanY-B",,,,,,,,,,,,,,,,,,
NZ_LR135296.1,,,,,,,,,,,,,,,,,,,
NZ_LR135295.1,,,,,,,,,,,,,,,,,,,
NZ_LR135294.1,,ant(6)-Ia^,erm(B),,aac(6')-Ie/aph(2'')-Ia,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135257.1,,,,,,,,,,,,,,,,,,,
NZ_LR135256.1,"vanA,vanH-A,vanR-A,vanS-A*,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,"tet(L),tet(M)^",,lnu(B),lsa(E)^,,,,,,
NZ_LR135255.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135784.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",str^,,,,,,,,,,,,,,,,,
NZ_LR135783.1,,,,,,,,,,,,,,,,,,,
NZ_LR135286.1,,,,,,,,,,,,,,,,,,,
NZ_LR135285.1,,,,,,,,,,,,,,,,,,,
NZ_LR135284.1,,,,,,,,,,,,,,,,,,,
NZ_LR135283.1,,,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_LR135282.1,,,,,,,,,,,,,,,,,,,
NZ_LR135281.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135280.1,,,,,,,,,,,,,,,,,,,
NZ_LR135279.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135253.1,,,,,,,,,,,,,,,,,,,
NZ_LR135252.1,,,,,,,,,,,,,,,,,,,
NZ_LR135251.1,,,,,,,,,,,,,,,,,,,
NZ_LR135250.1,,,,,,,,,,,,,,,,,,,
NZ_LR135249.1,,,,,,,,,,,,,,,,,,,
NZ_LR135248.1,,,,,,,,,,,,,,,,,,,
NZ_LR135247.1,"vanA,vanH-A,vanR-A,vanS-A*,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,lnu(B),,,,,,,
NZ_LR135246.1,,,,,,,,,,,,,,,,,,,
NZ_LR135245.1,,,,,,,,,,,,,,,,,,,
NZ_LR135244.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135269.1,,,,,,,,,,,,,,,,,,,
NZ_LR135268.1,,,,,,,,,,,,,,,,,,,
NZ_LR135267.1,,,,,,,,,,,,,,,,,,,
NZ_LR135266.1,,,,,,,,,,,,,,,,,,,
NZ_LR135265.1,,,,,,,,,,,,,,,,,,,
NZ_LR135264.1,,,,,,,,,,,,,,,,,,,
NZ_LR135263.1,,,,,,,,,,,,,,,,,,,
NZ_LR135262.1,,,,,,,,,,,,,,,,,,,
NZ_LR135261.1,,,,,,,,,,,,,,,,,,,
NZ_LR135260.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,tet(M),,lnu(B),lsa(E),spw,,,,,
NZ_LR135259.1,,,,,,,,,,,,,,,,,,,
NZ_LR135202.1,,,,,,,,,,,,,,,,,,,
NZ_LR135201.1,,,,,,,,,,,,,,,,,,,
NZ_LR135200.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A^",,erm(B),,,,,,,,,,,,,,,,
NZ_LR135199.1,,,,,,,,,,,,,,,,,,,
NZ_LR135198.1,,,,,,,,,,,,,,,,,,,
NZ_LR135242.1,,,,,,,,,,,,,,,,,,,
NZ_LR135241.1,,,,,,,,,,,,,,,,,,,
NZ_LR135240.1,,,,,,,,,,,,,,,,,,,
NZ_LR135239.1,"vanA,vanH-A,vanR-A,vanS-A*,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,lnu(B),lsa(E)^,,,,,,
NZ_LR135238.1,,,,,,,,,,,,,,,,,,,
NZ_LR135237.1,,,,,,,,,,,,,,,,,,,
NZ_LR135236.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135208.1,,,,,,,,,,,,,,,,,,,
NZ_LR135207.1,,,,,,,,,,,,,,,,,,,
NZ_LR135206.1,"vanH-A,vanR-A,vanS-A*,vanX-A,vanY-A,vanZ-A,vanA^",,,,,,,,,,,,,,,,,,
NZ_LR135204.1,,ant(6)-Ia,erm(B),,aac(6')-Ie/aph(2'')-Ia,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135477.1,"vanA*,vanH-A,vanR-A*,vanS-A,vanX-A,vanY-A*,vanZ-A",,erm(B),,,,,aph(3')-IIIa,,,,,,,,,,,
NZ_LR135476.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135487.1,,,,,,,,,,,,,,,,,,,
NZ_LR135486.1,,,,,,,,,,,,,,,,,,,
NZ_LR135485.1,,,,,,,,,,,,,,,,,,,
NZ_LR135484.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,"tet(L),tet(M)",,,,,,,,,
NZ_LR135483.1,,"ant(6)-Ia,ant(6)-Ia*",erm(B)*,,,,,aph(3')-IIIa^,,,,lnu(B),lsa(E),spw,,,,,
NZ_LR135442.1,,,,,,,,,,,,,,,,,,,
NZ_LR135441.1,,,,,,,,,,,,,,,,,,,
NZ_LR135440.1,,,,,,,,,,,,,,,,,,,
NZ_LR135439.1,,,,,,,,,,,,,,,,,,,
NZ_LR135438.1,,,,,,,,,,,,,,,,,,,
NZ_LR135437.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135436.1,,,,,,,,,,,,,,,,,,,
NZ_LR135234.1,,,,,,,,,,,,,,,,,,,
NZ_LR135233.1,,,,,,,,,,,,,,,,,,,
NZ_LR135232.1,,,,,,,,,,,,,,,,,,,
NZ_LR135231.1,,,,,,,,,,,,,,,,,,,
NZ_LR135230.1,"vanA,vanH-A,vanR-A,vanS-A*,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,lnu(B),lsa(E)^,,,,,,
NZ_LR135229.1,,,,,,,,,,,,,,,,,,,
NZ_LR135228.1,,,,,,,,,,,,,,,,,,,
NZ_LR135227.1,,,,,,,,,,,,,,,,,,,
NZ_LR135434.1,,,,,,,,,,,,,,,,,,,
NZ_LR135433.1,,,,,,,,,,,,,,,,,,,
NZ_LR135432.1,,,,,,,,,,,,,,,,,,,
NZ_LR135431.1,,,,,,,,,,,,,,,,,,,
NZ_LR135430.1,,,erm(B),,,,,,,,,,,,,,,,
NZ_LR135429.1,,ant(6)-Ia,erm(B),,aph(2'')-IVa,,,aph(3')-IIIa,sat4,,,lnu(B),lsa(E),,,,,,
NZ_LR135407.1,,,,,,,,,,,,,,,,,,,
NZ_LR135406.1,,,,,,,,,,,,,,,,,,,
NZ_LR135405.1,,,,,,,,,,,,,,,,,,,
NZ_LR135404.1,,,,,,,,,,,,,,,,,,,
NZ_LR135403.1,"vanB*,vanH-B*,vanR-B,vanS-B*,vanW-B*,vanX-B*,vanY-B*",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135400.1,,,,,,,,,,,,,,,,,,,
NZ_LR135399.1,,,,,,,,,,,,,,,,,,,
NZ_LR135398.1,,,,,,,,,,,,,,,,,,,
NZ_LR135397.1,,,,,,,,,,,,,,,,,,,
NZ_LR135395.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135418.1,,,,,,,,,,,,,,,,,,,
NZ_LR135417.1,,,,,,,,,,,,,,,,,,,
NZ_LR135416.1,,,,,,,,,,,,,,,,,,,
NZ_LR135415.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135225.1,,,,,,,,,,,,,,,,,,,
NZ_LR135224.1,,,,,,,,,,,,,,,,,,,
NZ_LR135223.1,"vanA,vanH-A,vanR-A,vanS-A*,vanX-A,vanY-A,vanZ-A",,,,,,,,,,,,,,,,,,
NZ_LR135222.1,,,,,,,,,,,,,,,,,,,
NZ_LR135221.1,,ant(6)-Ia,erm(T)*,cat-TC^,,,,,,"tet(L),tet(M)",,,,,,,,,
NZ_LR135220.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135371.1,,,,,,,,,,,,,,,,,,,
NZ_LR135370.1,,,,,,,,,,,,,,,,,,,
NZ_LR135369.1,,,,,,,,,,,,,,,,,,,
NZ_LR135368.1,,,,,,,,,,,,,,,,,,,
NZ_LR135367.1,,,,,,,,,,,,,,,,,,,
NZ_LR135366.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135365.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135496.1,,,,,,,,,,,,,,,,,,,
NZ_LR135495.1,,,,,,,,,,,,,,,,,,,
NZ_LR135494.1,,,,,,,,,,,,,,,,,,,
NZ_LR135493.1,,,,,,,,,,,,,,,,,,,
NZ_LR135492.1,,,,,,,,,,,,,,,,,,,
NZ_LR135491.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,erm(B),,,,,,,,,,,,,,,,
NZ_LR135490.1,,,,,,,,,,,,,,,,,,,
NZ_LR135489.1,,,,,,,,,,,,,,,,,,,
NZ_LR135356.1,,,,,,,,,,,,,,,,,,,
NZ_LR135355.1,,,,,,,,,,,,,,,,,,,
NZ_LR135354.1,,,,,,,,,,,cfr(D),,,,,,,,
NZ_LR135353.1,"vanA,vanH-A,vanR-A,vanS-A*,vanX-A,vanY-A,vanZ-A",ant(6)-Ia,,catA,,,,,,,,,,,,,,,
NZ_LR135352.1,,,erm(B),,,,,,,,,,,,,,,,
NZ_LR135393.1,,,,,,,,,,,,,,,,,,,
NZ_LR135392.1,,,,,,,,,,,,,,,,,,,
NZ_LR135391.1,,,,,,,,,,,,,,,,,,,
NZ_LR135390.1,,,,,,,,,,,,,,,,,,,
NZ_LR135389.1,,,,,,,,,,,,,,,,,,,
NZ_LR135388.1,,,,,,,,,,,,,,,,,,,
NZ_LR135387.1,"vanB*,vanH-B*,vanR-B,vanS-B*,vanW-B*,vanX-B*,vanY-B*",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135386.1,,,,,,,,,,,,,,,,,,,
NZ_LR135385.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135413.1,,,,,,,,,,,,,,,,,,,
NZ_LR135412.1,,,,,,,,,,,,,,,,,,,
NZ_LR135411.1,,,,,,,,,,,,,,,,,,,
NZ_LR135410.1,"vanB*,vanH-B*,vanR-B,vanS-B*,vanW-B*,vanX-B*,vanY-B*",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LR135409.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135363.1,,,,,,,,,,,,,,,,,,,
NZ_LR135362.1,,,,,,,,,,,,,,,,,,,
NZ_LR135361.1,,,,,,,,,,,,,,,,,,,
NZ_LR135360.1,,,,,,,,,,,,,,,,,,,
NZ_LR135359.1,"vanB*,vanH-B,vanR-B,vanS-B*,vanW-B,vanX-B,vanY-B",,,,,,,,,,,,,,,,,,
NZ_LR135358.1,,,,,,,,,,,cfr(B)*,,,,,,,,
NZ_LR135330.1,,,,,,,,,,,,,,,,,,,
NZ_LR135329.1,,,,,,,,,,,,,,,,,,,
NZ_LR135327.1,,ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,"tet(L),tet(M)^",,lnu(B)^,lsa(E),,,,,,
NZ_LR135326.1,,,,,,,,,,,,,,,,,,,
NZ_LR135325.1,,,,,,,,,,,,,,,,,,,
NZ_LR135350.1,,,,,,,,,,,,,,,,,,,
NZ_LR135349.1,,,,,,,,,,,,,,,,,,,
NZ_LR135348.1,,,,,,,,,,,,,,,,,,,
NZ_LR135347.1,,,,,,,,,,,,,,,,,,,
NZ_LR135346.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A",,erm(B)^,,,,,,,,,,,,,,,,
NZ_LR135345.1,,,,,,,,,,,,,,,,,,,
NZ_LR135323.1,,,,,,,,,,,,,,,,,,,
NZ_LR135322.1,,,,,,,,,,,,,,,,,,,
NZ_LR135321.1,,,,,,,,,,,,,,,,,,,
NZ_LR135320.1,,ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,"tet(L),tet(M)^",,lnu(B)^,lsa(E),,,,,,
NZ_LR135319.1,,,,,,,,,,,,,,,,,,,
NZ_LR135318.1,,,,,,,,,,,,,,,,,,,
NZ_LR135383.1,,,,,,,,,,,,,,,,,,,
NZ_LR135382.1,,,,,,,,,,,,,,,,,,,
NZ_LR135380.1,,,,,,,,,,,,,,,,,,,
NZ_LR135379.1,,,,,,,,,,,,,,,,,,,
NZ_LR135378.1,,,,,,,,,,,,,,,,,,,
NZ_LR135377.1,,,,,,,,,,,,,,,,,,,
NZ_LR135376.1,,,,,,,,,,,,,,,,,,,
NZ_LR135375.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR135374.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,erm(B),,,,,,,,,,,,,,,,
NZ_LR135373.1,,,,,,,,,,,,,,,,,,,
NZ_LR135184.1,,,,,,,,,,,,,,,,,,,
NZ_LR135183.1,,ant(6)-Ia,,,,,,,,"tet(L)*,tet(M)",,lnu(B),lsa(E),spw,,,,,
NZ_LR135182.1,,,,,,,,,,,,,,,,,,,
NZ_LR135180.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,erm(B),,,,,,,,,,,,,,,,
NZ_LR135178.1,,,,,,,,,,,,,,,,,,,
NZ_LR135177.1,,,,,,,,,,,,,,,,,,,
NZ_LR135176.1,,,,,,,,,,,,,,,,,,,
NZ_LR135175.1,,,,,,,,,,,,,,,,,,,
NZ_LR135196.1,,,,,,,,,,,,,,,,,,,
NZ_LR135195.1,,,,,,,,,,,,,,,,,,,
NZ_LR135194.1,,,,,,,,,,,,,,,,,,,
NZ_LR135193.1,,,,,,,,,,,,,,,,,,,
NZ_LR135192.1,,,,,,,,,,,,,,,,,,,
NZ_LR135172.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",str^,,,,,,,,,,,,,,,,,
NZ_LR135171.1,,,,,,,,,,,,,,,,,,,
NZ_LR134113.1,,,,,,,,,,,,,,,,,,,
NZ_LR134112.1,,,,,,,,,,,,,,,,,,,
NZ_LR134111.1,,,,,,,,,,,,,,,,,,,
NZ_LR134110.1,,ant(6)-Ia,erm(B)*,cat-TC^,,,,,,,,,,,,,,,
NZ_LR134109.1,,,,,,,,,,,,,,,,,,,
NZ_LR134108.1,,,,,,,,,,,,,,,,,,,
NZ_LR134107.1,,,,,,,,,,,,,,,,,,,
NZ_LR134106.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
NZ_LR132068.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,erm(B),,,,,,,,,,,,,,,,vat(D)
NZ_LR134097.1,,,,,,,,,,"tet(L),tet(M)",,,,,,,,,
NZ_LR134096.1,,,,,,,,,,,,,,,,,,,
NZ_LN999989.1,,ant(6)-Ia,erm(B),catA,,,,aph(3')-IIIa,sat4,,,,,,,,,,
NZ_LN999988.1,,,,,,,,,,,,,,,,,,,
NZ_LT598668.1,,,,,,,,,,,,,,,,,,,
NZ_LT598667.1,,,erm(B),,,,,,,,,,,,,,,,
NZ_LT598666.1,,,,,aac(6')-Ie/aph(2'')-Ia,,,,,,,,,,,,,,
