reference,position,total_coverage
NZ_MT874924.1,6426,375
NZ_MT874924.1,6427,375
NZ_MT874924.1,6428,375
NZ_MT874924.1,6429,375
NZ_MT874924.1,6430,375
NZ_MT874924.1,6431,375
NZ_MT874924.1,6432,375
NZ_MT874924.1,6433,375
NZ_MT874924.1,6434,375
NZ_MT874924.1,6435,375
NZ_MT874924.1,6436,375
NZ_MT874924.1,6437,375
NZ_MT874924.1,6438,375
NZ_MT874924.1,6439,375
NZ_MT874924.1,6440,375
NZ_MT874924.1,6441,375
NZ_MT874924.1,6442,375
NZ_MT874924.1,6443,375
NZ_MT874924.1,6444,375
NZ_MT874924.1,6445,375
NZ_MT874924.1,6446,375
NZ_MT874924.1,6447,375
NZ_MT874924.1,6448,375
NZ_MT874924.1,6449,375
NZ_MT874924.1,6450,375
NZ_MT874924.1,6451,375
NZ_MT874924.1,6452,375
NZ_MT874924.1,6453,375
NZ_MT874924.1,6454,375
NZ_MT874924.1,6455,375
NZ_MT874924.1,6456,375
NZ_MT874924.1,6457,375
NZ_MT874924.1,6458,375
NZ_MT874924.1,6459,375
NZ_MT874924.1,6460,375
NZ_MT874924.1,6461,375
NZ_MT874924.1,6462,375
NZ_MT874924.1,6463,375
NZ_MT874924.1,6464,375
NZ_MT874924.1,6465,375
NZ_MT874924.1,6466,375
NZ_MT874924.1,6467,375
NZ_MT874924.1,6468,375
NZ_MT874924.1,6469,375
NZ_MT874924.1,6470,375
NZ_MT874924.1,6471,375
NZ_MT874924.1,6472,375
NZ_MT874924.1,6473,375
NZ_MT874924.1,6474,375
NZ_MT874924.1,6475,375
NZ_MT874924.1,6476,375
NZ_MT874924.1,6477,375
NZ_MT874924.1,6478,375
NZ_MT874924.1,6479,375
NZ_MT874924.1,6480,375
NZ_MT874924.1,6481,375
NZ_MT874924.1,6482,375
NZ_MT874924.1,6483,375
NZ_MT874924.1,6484,375
NZ_MT874924.1,6485,375
NZ_MT874924.1,6486,375
NZ_MT874924.1,6487,375
NZ_MT874924.1,6488,375
NZ_MT874924.1,6489,375
NZ_MT874924.1,6490,375
NZ_MT874924.1,6491,375
NZ_MT874924.1,6492,375
NZ_MT874924.1,6493,375
NZ_MT874924.1,6494,375
NZ_MT874924.1,6495,375
NZ_MT874924.1,6496,375
NZ_MT874924.1,6497,375
NZ_MT874924.1,6498,375
NZ_MT874924.1,6499,375
NZ_MT874924.1,6500,375
NZ_MT874924.1,6501,375
NZ_MT874924.1,6502,375
NZ_MT874924.1,6503,375
NZ_MT874924.1,6504,375
NZ_MT874924.1,6505,375
NZ_MT874924.1,6506,375
NZ_MT874924.1,6507,375
NZ_MT874924.1,6508,375
NZ_MT874924.1,6509,375
NZ_MT874924.1,6510,375
NZ_MT874924.1,6511,375
NZ_MT874924.1,6512,375
NZ_MT874924.1,6513,375
NZ_MT874924.1,6514,375
NZ_MT874924.1,6515,375
NZ_MT874924.1,6516,375
NZ_MT874924.1,6517,375
NZ_MT874924.1,6518,375
NZ_MT874924.1,6519,375
NZ_MT874924.1,6520,375
NZ_MT874924.1,6521,375
NZ_MT874924.1,6522,375
NZ_MT874924.1,6523,375
NZ_MT874924.1,6524,375
NZ_MT874924.1,6525,375
NZ_MT874924.1,6526,375
NZ_MT874924.1,6527,375
NZ_MT874924.1,6528,375
NZ_MT874924.1,6529,375
NZ_MT874924.1,6530,375
NZ_MT874924.1,6531,375
NZ_MT874924.1,6532,375
NZ_MT874924.1,6533,375
NZ_MT874924.1,6534,375
NZ_MT874924.1,6535,375
NZ_MT874924.1,6536,375
NZ_MT874924.1,6537,375
NZ_MT874924.1,6538,375
NZ_MT874924.1,6539,375
NZ_MT874924.1,6540,375
NZ_MT874924.1,6541,375
NZ_MT874924.1,6542,375
NZ_MT874924.1,6543,375
NZ_MT874924.1,6544,375
NZ_MT874924.1,6545,375
NZ_MT874924.1,6546,375
NZ_MT874924.1,6547,375
NZ_MT874924.1,6548,375
NZ_MT874924.1,6549,375
NZ_MT874924.1,6550,375
NZ_MT874924.1,6551,375
NZ_MT874924.1,6552,375
NZ_MT874924.1,6553,375
NZ_MT874924.1,6554,375
NZ_MT874924.1,6555,375
NZ_MT874924.1,6556,375
NZ_MT874924.1,6557,375
NZ_MT874924.1,6558,375
NZ_MT874924.1,6559,375
NZ_MT874924.1,6560,375
NZ_MT874924.1,6561,375
NZ_MT874924.1,6562,375
NZ_MT874924.1,6563,375
NZ_MT874924.1,6564,375
NZ_MT874924.1,6565,375
NZ_MT874924.1,6566,375
NZ_MT874924.1,6567,375
NZ_MT874924.1,6568,375
NZ_MT874924.1,6569,375
NZ_MT874924.1,6570,375
NZ_MT874924.1,6571,375
NZ_MT874924.1,6572,375
NZ_MT874924.1,6573,375
NZ_MT874924.1,6574,375
NZ_MT874924.1,6575,375
NZ_MT874924.1,6576,375
NZ_MT874924.1,6577,375
NZ_MT874924.1,6578,375
NZ_MT874924.1,6579,375
NZ_MT874924.1,6580,375
NZ_MT874924.1,6581,375
NZ_MT874924.1,6582,375
NZ_MT874924.1,6583,375
NZ_MT874924.1,6584,375
NZ_MT874924.1,6585,375
NZ_MT874924.1,6586,375
NZ_MT874924.1,6587,375
NZ_MT874924.1,6588,375
NZ_MT874924.1,6589,375
NZ_MT874924.1,6590,375
NZ_MT874924.1,6591,375
NZ_MT874924.1,6592,375
NZ_MT874924.1,6593,375
NZ_MT874924.1,6594,375
NZ_MT874924.1,6595,375
NZ_MT874924.1,6596,375
NZ_MT874924.1,6597,375
NZ_MT874924.1,6598,375
NZ_MT874924.1,6599,375
NZ_MT874924.1,6600,375
NZ_MT874924.1,6601,375
NZ_MT874924.1,6602,375
NZ_MT874924.1,6603,375
NZ_MT874924.1,6604,375
NZ_MT874924.1,6605,375
NZ_MT874924.1,6606,375
NZ_MT874924.1,6607,375
NZ_MT874924.1,6608,375
NZ_MT874924.1,6609,375
NZ_MT874924.1,6610,375
NZ_MT874924.1,6611,375
NZ_MT874924.1,6612,375
NZ_MT874924.1,6613,375
NZ_MT874924.1,6614,375
NZ_MT874924.1,6615,375
NZ_MT874924.1,6616,375
NZ_MT874924.1,6617,373
NZ_MT874924.1,6618,375
NZ_MT874924.1,6619,375
NZ_MT874924.1,6620,375
NZ_MT874924.1,6621,375
NZ_MT874924.1,6622,375
NZ_MT874924.1,6623,375
NZ_MT874924.1,6624,375
NZ_MT874924.1,6625,375
NZ_MT874924.1,6626,375
NZ_MT874924.1,6627,375
NZ_MT874924.1,6628,375
NZ_MT874924.1,6629,375
NZ_MT874924.1,6630,375
NZ_MT874924.1,6631,375
NZ_MT874924.1,6632,375
NZ_MT874924.1,6633,375
NZ_MT874924.1,6634,375
NZ_MT874924.1,6635,375
NZ_MT874924.1,6636,375
NZ_MT874924.1,6637,375
NZ_MT874924.1,6638,375
NZ_MT874924.1,6639,375
NZ_MT874924.1,6640,375
NZ_MT874924.1,6641,375
NZ_MT874924.1,6642,375
NZ_MT874924.1,6643,375
NZ_MT874924.1,6644,375
NZ_MT874924.1,6645,375
NZ_MT874924.1,6646,375
NZ_MT874924.1,6647,375
NZ_MT874924.1,6648,375
NZ_MT874924.1,6649,375
NZ_MT874924.1,6650,375
NZ_MT874924.1,6651,375
NZ_MT874924.1,6652,375
NZ_MT874924.1,6653,375
NZ_MT874924.1,6654,375
NZ_MT874924.1,6655,375
NZ_MT874924.1,6656,375
NZ_MT874924.1,6657,375
NZ_MT874924.1,6658,375
NZ_MT874924.1,6659,375
NZ_MT874924.1,6660,375
NZ_MT874924.1,6661,375
NZ_MT874924.1,6662,375
NZ_MT874924.1,6663,375
NZ_MT874924.1,6664,375
NZ_MT874924.1,6665,375
NZ_MT874924.1,6666,375
NZ_MT874924.1,6667,375
NZ_MT874924.1,6668,375
NZ_MT874924.1,6669,375
NZ_MT874924.1,6670,375
NZ_MT874924.1,6671,375
NZ_MT874924.1,6672,375
NZ_MT874924.1,6673,375
NZ_MT874924.1,6674,375
NZ_MT874924.1,6675,375
NZ_MT874924.1,6676,375
NZ_MT874924.1,6677,375
NZ_MT874924.1,6678,375
NZ_MT874924.1,6679,375
NZ_MT874924.1,6680,375
NZ_MT874924.1,6681,375
NZ_MT874924.1,6682,375
NZ_MT874924.1,6683,375
NZ_MT874924.1,6684,375
NZ_MT874924.1,6685,375
NZ_MT874924.1,6686,375
NZ_MT874924.1,6687,375
NZ_MT874924.1,6688,375
NZ_MT874924.1,6689,375
NZ_MT874924.1,6690,375
NZ_MT874924.1,6691,375
NZ_MT874924.1,6692,375
NZ_MT874924.1,6693,375
NZ_MT874924.1,6694,375
NZ_MT874924.1,6695,375
NZ_MT874924.1,6696,375
NZ_MT874924.1,6697,375
NZ_MT874924.1,6698,375
NZ_MT874924.1,6699,375
NZ_MT874924.1,6700,375
NZ_MT874924.1,6701,375
NZ_MT874924.1,6702,375
NZ_MT874924.1,6703,375
NZ_MT874924.1,6704,375
NZ_MT874924.1,6705,375
NZ_MT874924.1,6706,375
NZ_MT874924.1,6707,375
NZ_MT874924.1,6708,375
NZ_MT874924.1,6709,375
NZ_MT874924.1,6710,375
NZ_MT874924.1,6711,375
NZ_MT874924.1,6712,375
NZ_MT874924.1,6713,375
NZ_MT874924.1,6714,375
NZ_MT874924.1,6715,375
NZ_MT874924.1,6716,375
NZ_MT874924.1,6717,375
NZ_MT874924.1,6718,375
NZ_MT874924.1,6719,375
NZ_MT874924.1,6720,375
NZ_MT874924.1,6721,375
NZ_MT874924.1,6722,375
NZ_MT874924.1,6723,375
NZ_MT874924.1,6724,375
NZ_MT874924.1,6725,375
NZ_MT874924.1,6726,375
NZ_MT874924.1,6727,375
NZ_MT874924.1,6728,375
NZ_MT874924.1,6729,375
NZ_MT874924.1,6730,375
NZ_MT874924.1,6731,375
NZ_MT874924.1,6732,375
NZ_MT874924.1,6733,375
NZ_MT874924.1,6734,375
NZ_MT874924.1,6735,375
NZ_MT874924.1,6736,375
NZ_MT874924.1,6737,375
NZ_MT874924.1,6738,375
NZ_MT874924.1,6739,375
NZ_MT874924.1,6740,375
NZ_MT874924.1,6741,375
NZ_MT874924.1,6742,375
NZ_MT874924.1,6743,375
NZ_MT874924.1,6744,375
NZ_MT874924.1,6745,375
NZ_MT874924.1,6746,375
NZ_MT874924.1,6747,375
NZ_MT874924.1,6748,375
NZ_MT874924.1,6749,375
NZ_MT874924.1,6750,375
NZ_MT874924.1,6751,375
NZ_MT874924.1,6752,375
NZ_MT874924.1,6753,375
NZ_MT874924.1,6754,375
NZ_MT874924.1,6755,375
NZ_MT874924.1,6756,375
NZ_MT874924.1,6757,375
NZ_MT874924.1,6758,375
NZ_MT874924.1,6759,375
NZ_MT874924.1,6760,375
NZ_MT874924.1,6761,375
NZ_MT874924.1,6762,375
NZ_MT874924.1,6763,375
NZ_MT874924.1,6764,375
NZ_MT874924.1,6765,375
NZ_MT874924.1,6766,375
NZ_MT874924.1,6767,375
NZ_MT874924.1,6768,375
NZ_MT874924.1,6769,375
NZ_MT874924.1,6770,375
NZ_MT874924.1,6771,375
NZ_MT874924.1,6772,375
NZ_MT874924.1,6773,375
NZ_MT874924.1,6774,375
NZ_MT874924.1,6775,375
NZ_MT874924.1,6776,375
NZ_MT874924.1,6777,375
NZ_MT874924.1,6778,375
NZ_MT874924.1,6779,375
NZ_MT874924.1,6780,375
NZ_MT874924.1,6781,375
NZ_MT874924.1,6782,375
NZ_MT874924.1,6783,375
NZ_MT874924.1,6784,375
NZ_MT874924.1,6785,375
NZ_MT874924.1,6786,375
NZ_MT874924.1,6787,375
NZ_MT874924.1,6788,375
NZ_MT874924.1,6789,375
NZ_MT874924.1,6790,375
NZ_MT874924.1,6791,375
NZ_MT874924.1,6792,375
NZ_MT874924.1,6793,375
NZ_MT874924.1,6794,375
NZ_MT874924.1,6795,375
NZ_MT874924.1,6796,375
NZ_MT874924.1,6797,375
NZ_MT874924.1,6798,375
NZ_MT874924.1,6799,375
NZ_MT874924.1,6800,375
NZ_MT874924.1,6801,375
NZ_MT874924.1,6802,375
NZ_MT874924.1,6803,375
NZ_MT874924.1,6804,375
NZ_MT874924.1,6805,375
NZ_MT874924.1,6806,375
NZ_MT874924.1,6807,375
NZ_MT874924.1,6808,375
NZ_MT874924.1,6809,375
NZ_MT874924.1,6810,375
NZ_MT874924.1,6811,375
NZ_MT874924.1,6812,375
NZ_MT874924.1,6813,375
NZ_MT874924.1,6814,375
NZ_MT874924.1,6815,375
NZ_MT874924.1,6816,375
NZ_MT874924.1,6817,375
NZ_MT874924.1,6818,375
NZ_MT874924.1,6819,375
NZ_MT874924.1,6820,375
NZ_MT874924.1,6821,375
NZ_MT874924.1,6822,375
NZ_MT874924.1,6823,375
NZ_MT874924.1,6824,375
NZ_MT874924.1,6825,375
NZ_MT874924.1,6826,375
NZ_MT874924.1,6827,375
NZ_MT874924.1,6828,375
NZ_MT874924.1,6829,375
NZ_MT874924.1,6830,375
NZ_MT874924.1,6831,375
NZ_MT874924.1,6832,375
NZ_MT874924.1,6833,375
NZ_MT874924.1,6834,375
NZ_MT874924.1,6835,375
NZ_MT874924.1,6836,375
NZ_MT874924.1,6837,375
NZ_MT874924.1,6838,375
NZ_MT874924.1,6839,375
NZ_MT874924.1,6840,374
NZ_MT874924.1,6841,374
NZ_MT874924.1,6842,374
NZ_MT874924.1,6843,374
NZ_MT874924.1,6844,374
NZ_MT874924.1,6845,374
NZ_MT874924.1,6846,374
NZ_MT874924.1,6847,374
NZ_MT874924.1,6848,373
NZ_MT874924.1,6849,373
NZ_MT874924.1,6850,373
NZ_MT874924.1,6851,373
NZ_MT874924.1,6852,373
NZ_MT874924.1,6853,372
NZ_MT874924.1,6854,372
NZ_MT874924.1,6855,372
NZ_MT874924.1,6856,372
NZ_MT874924.1,6857,372
NZ_MT874924.1,6858,372
NZ_MT874924.1,6859,372
NZ_MT874924.1,6860,371
NZ_MT874924.1,6861,371
NZ_MT874924.1,6862,371
NZ_MT874924.1,6863,370
NZ_MT874924.1,6864,370
NZ_MT874924.1,6865,369
NZ_MT874924.1,6866,369
NZ_MT874924.1,6867,368
NZ_MT874924.1,6868,366
NZ_MT874924.1,6869,366
NZ_MT874924.1,6870,366
NZ_MT874924.1,6871,366
NZ_MT874924.1,6872,366
NZ_MT874924.1,6873,366
NZ_MT874924.1,6874,366
NZ_MT874924.1,6875,366
NZ_MT874924.1,6876,366
NZ_MT874924.1,6877,366
NZ_MT874924.1,6878,366
NZ_MT874924.1,6879,366
NZ_MT874924.1,6880,366
NZ_MT874924.1,6881,368
NZ_MT874924.1,6882,368
NZ_MT874924.1,6883,368
NZ_MT874924.1,6884,368
NZ_MT874924.1,6885,368
NZ_MT874924.1,6886,368
NZ_MT874924.1,6887,359
NZ_MT874924.1,6888,359
NZ_MT874924.1,6889,359
NZ_MT874924.1,6890,359
NZ_MT874924.1,6891,365
NZ_MT874924.1,6892,365
NZ_MT874924.1,6893,365
NZ_MT874924.1,6894,365
NZ_MT874924.1,6895,365
NZ_MT874924.1,6896,365
NZ_MT874924.1,6897,365
NZ_MT874924.1,6898,365
NZ_MT874924.1,6899,365
NZ_MT874924.1,6900,365
NZ_MT874924.1,6901,365
NZ_MT874924.1,6902,365
NZ_MT874924.1,6903,365
NZ_MT874924.1,6904,365
NZ_MT874924.1,6905,365
NZ_MT874924.1,6906,365
NZ_MT874924.1,6907,365
NZ_MT874924.1,6908,365
NZ_MT874924.1,6909,365
NZ_MT874924.1,6910,365
NZ_MT874924.1,6911,365
NZ_MT874924.1,6912,365
NZ_MT874924.1,6913,365
NZ_MT874924.1,6914,365
NZ_MT874924.1,6915,365
NZ_MT874924.1,6916,365
NZ_MT874924.1,6917,365
NZ_MT874924.1,6918,365
NZ_MT874924.1,6919,365
NZ_MT874924.1,6920,365
NZ_MT874924.1,6921,365
NZ_MT874924.1,6922,365
NZ_MT874924.1,6923,365
NZ_MT874924.1,6924,365
NZ_MT874924.1,6925,365
NZ_MT874924.1,6926,365
NZ_MT874924.1,6927,365
NZ_MT874924.1,6928,365
NZ_MT874924.1,6929,365
NZ_MT874924.1,6930,365
NZ_MT874924.1,6931,365
NZ_MT874924.1,6932,365
NZ_MT874924.1,6933,365
NZ_MT874924.1,6934,365
NZ_MT874924.1,6935,365
NZ_MT874924.1,6936,365
NZ_MT874924.1,6937,365
NZ_MT874924.1,6938,365
NZ_MT874924.1,6939,365
NZ_MT874924.1,6940,365
NZ_MT874924.1,6941,365
NZ_MT874924.1,6942,365
NZ_MT874924.1,6943,365
NZ_MT874924.1,6944,365
NZ_MT874924.1,6945,365
NZ_MT874924.1,6946,365
NZ_MT874924.1,6947,365
NZ_MT874924.1,6948,365
NZ_MT874924.1,6949,365
NZ_MT874924.1,6950,365
NZ_MT874924.1,6951,365
NZ_MT874924.1,6952,365
NZ_MT874924.1,6953,365
NZ_MT874924.1,6954,365
NZ_MT874924.1,6955,365
NZ_MT874924.1,6956,365
NZ_MT874924.1,6957,365
NZ_MT874924.1,6958,364
NZ_MT874924.1,6959,364
NZ_MT874924.1,6960,364
NZ_MT874924.1,6961,364
NZ_MT874924.1,6962,364
NZ_MT874924.1,6963,364
NZ_MT874924.1,6964,364
NZ_MT874924.1,6965,364
NZ_MT874924.1,6966,364
NZ_MT874924.1,6967,364
NZ_MT874924.1,6968,364
NZ_MT874924.1,6969,364
NZ_MT874924.1,6970,364
NZ_MT874924.1,6971,363
NZ_MT874924.1,6972,363
NZ_MT874924.1,6973,362
NZ_MT874924.1,6974,362
NZ_MT874924.1,6975,362
NZ_MT874924.1,6976,361
NZ_MT874924.1,6977,361
NZ_MT874924.1,6978,361
NZ_MT874924.1,6979,361
NZ_MT874924.1,6980,361
NZ_MT874924.1,6981,361
NZ_MT874924.1,6982,361
NZ_MT874924.1,6983,361
NZ_MT874924.1,6984,361
NZ_MT874924.1,6985,361
NZ_MT874924.1,6986,361
NZ_MT874924.1,6987,361
NZ_MT874924.1,6988,361
NZ_MT874924.1,6989,361
NZ_MT874924.1,6990,361
NZ_MT874924.1,6991,361
NZ_MT874924.1,6992,361
NZ_MT874924.1,6993,360
NZ_MT874924.1,6994,360
NZ_MT874924.1,6995,360
NZ_MT874924.1,6996,360
NZ_MT874924.1,6997,360
NZ_MT874924.1,6998,360
NZ_MT874924.1,6999,360
NZ_MT874924.1,7000,360
NZ_MT874924.1,7001,360
NZ_MT874924.1,7002,360
NZ_MT874924.1,7003,360
NZ_MT874924.1,7004,360
NZ_MT874924.1,7005,360
NZ_MT874924.1,7006,360
NZ_MT874924.1,7007,360
NZ_MT874924.1,7008,360
NZ_MT874924.1,7009,360
NZ_MT874924.1,7010,360
NZ_MT874924.1,7011,360
NZ_MT874924.1,7012,360
NZ_MT874924.1,7013,360
NZ_MT874924.1,7014,360
NZ_MT874924.1,7015,360
NZ_MT874924.1,7016,360
NZ_MT874924.1,7017,360
NZ_MT874924.1,7018,360
NZ_MT874924.1,7019,360
NZ_MT874924.1,7020,360
NZ_MT874924.1,7021,360
NZ_MT874924.1,7022,360
NZ_MT874924.1,7023,360
NZ_MT874924.1,7024,360
NZ_MT874924.1,7025,360
NZ_MT874924.1,7026,360
NZ_MT874924.1,7027,360
NZ_MT874924.1,7028,360
NZ_MT874924.1,7029,360
NZ_MT874924.1,7030,360
NZ_MT874924.1,7031,360
NZ_MT874924.1,7032,360
NZ_MT874924.1,7033,360
NZ_MT874924.1,7034,360
NZ_MT874924.1,7035,360
NZ_MT874924.1,7036,360
NZ_MT874924.1,7037,360
NZ_MT874924.1,7038,360
NZ_MT874924.1,7039,360
NZ_MT874924.1,7040,360
NZ_MT874924.1,7041,360
NZ_MT874924.1,7042,360
NZ_MT874924.1,7043,360
NZ_MT874924.1,7044,360
NZ_MT874924.1,7045,360
NZ_MT874924.1,7046,360
NZ_MT874924.1,7047,360
NZ_MT874924.1,7048,360
NZ_MT874924.1,7049,360
NZ_MT874924.1,7050,360
NZ_MT874924.1,7051,360
NZ_MT874924.1,7052,360
NZ_MT874924.1,7053,360
NZ_MT874924.1,7054,360
NZ_MT874924.1,7055,360
NZ_MT874924.1,7056,360
NZ_MT874924.1,7057,360
NZ_MT874924.1,7058,360
NZ_MT874924.1,7059,360
NZ_MT874924.1,7060,360
NZ_MT874924.1,7061,360
NZ_MT874924.1,7062,360
NZ_MT874924.1,7063,360
NZ_MT874924.1,7064,360
NZ_MT874924.1,7065,360
NZ_MT874924.1,7066,360
NZ_MT874924.1,7067,360
NZ_MT874924.1,7068,360
NZ_MT874924.1,7069,360
NZ_MT874924.1,7070,360
NZ_MT874924.1,7071,360
NZ_MT874924.1,7072,360
NZ_MT874924.1,7073,360
NZ_MT874924.1,7074,360
NZ_MT874924.1,7075,360
NZ_MT874924.1,7076,360
NZ_MT874924.1,7077,360
NZ_MT874924.1,7078,360
NZ_MT874924.1,7079,360
NZ_MT874924.1,7080,360
NZ_MT874924.1,7081,360
NZ_MT874924.1,7082,360
NZ_MT874924.1,7083,360
NZ_MT874924.1,7084,360
NZ_MT874924.1,7085,360
NZ_MT874924.1,7086,360
NZ_MT874924.1,7087,360
NZ_MT874924.1,7088,360
NZ_MT874924.1,7089,360
NZ_MT874924.1,7090,360
NZ_MT874924.1,7091,360
NZ_MT874924.1,7092,360
NZ_MT874924.1,7093,360
NZ_MT874924.1,7094,360
NZ_MT874924.1,7095,360
NZ_MT874924.1,7096,360
NZ_MT874924.1,7097,360
NZ_MT874924.1,7098,360
NZ_MT874924.1,7099,360
NZ_MT874924.1,7100,360
NZ_MT874924.1,7101,360
NZ_MT874924.1,7102,360
NZ_MT874924.1,7103,360
NZ_MT874924.1,7104,360
NZ_MT874924.1,7105,360
NZ_MT874924.1,7106,360
NZ_MT874924.1,7107,360
NZ_MT874924.1,7108,360
NZ_MT874924.1,7109,360
NZ_MT874924.1,7110,360
NZ_MT874924.1,7111,360
NZ_MT874924.1,7112,360
NZ_MT874924.1,7113,360
NZ_MT874924.1,7114,360
NZ_MT874924.1,7115,360
NZ_MT874924.1,7116,360
NZ_MT874924.1,7117,360
NZ_MT874924.1,7118,360
NZ_MT874924.1,7119,360
NZ_MT874924.1,7120,360
NZ_MT874924.1,7121,360
NZ_MT874924.1,7122,360
NZ_MT874924.1,7123,360
NZ_MT874924.1,7124,360
NZ_MT874924.1,7125,360
NZ_MT874924.1,7126,359
NZ_MT874924.1,7127,359
NZ_MT874924.1,7128,355
NZ_MT874924.1,7129,355
NZ_MT874924.1,7130,355
NZ_MT874924.1,7131,355
NZ_MT874924.1,7132,355
NZ_MT874924.1,7133,355
NZ_MT874924.1,7134,355
NZ_MT874924.1,7135,355
NZ_MT874924.1,7136,355
NZ_MT874924.1,7137,355
NZ_MT874924.1,7138,355
NZ_MT874924.1,7139,355
NZ_MT874924.1,7140,352
NZ_MT874924.1,7141,352
NZ_MT874924.1,7142,352
NZ_MT874924.1,7143,352
NZ_MT874924.1,7144,352
NZ_MT874924.1,7145,352
NZ_MT874924.1,7146,352
NZ_MT874924.1,7147,352
NZ_MT874924.1,7148,352
NZ_MT874924.1,7149,352
NZ_MT874924.1,7150,352
NZ_MT874924.1,7151,352
NZ_MT874924.1,7152,352
NZ_MT874924.1,7153,352
NZ_MT874924.1,7154,352
NZ_MT874924.1,7155,352
NZ_MT874924.1,7156,352
NZ_MT874924.1,7157,352
NZ_MT874924.1,7158,352
NZ_MT874924.1,7159,352
NZ_MT874924.1,7160,352
NZ_MT874924.1,7161,352
NZ_MT874924.1,7162,352
NZ_MT874924.1,7163,352
NZ_MT874924.1,7164,352
NZ_MT874924.1,7165,352
NZ_MT874924.1,7166,352
NZ_MT874924.1,7167,352
NZ_MT874924.1,7168,352
NZ_MT874924.1,7169,352
NZ_MT874924.1,7170,352
NZ_MT874924.1,7171,352
NZ_MT874924.1,7172,352
NZ_MT874924.1,7173,352
NZ_MT874924.1,7174,352
NZ_MT874924.1,7175,352
NZ_MT874924.1,7176,352
NZ_MT874924.1,7177,352
NZ_MT874924.1,7178,352
NZ_MT874924.1,7179,352
NZ_MT874924.1,7180,352
NZ_MT874924.1,7181,352
NZ_MT874924.1,7182,352
NZ_MT874924.1,7183,352
NZ_MT874924.1,7184,352
NZ_MT874924.1,7185,352
NZ_MT874924.1,7186,352
NZ_MT874924.1,7187,352
NZ_MT874924.1,7188,352
NZ_MT874924.1,7189,352
NZ_MT874924.1,7190,352
NZ_MT874924.1,7191,352
NZ_MT874924.1,7192,352
NZ_MT874924.1,7193,352
NZ_MT874924.1,7194,352
NZ_MT874924.1,7195,352
NZ_MT874924.1,7196,352
NZ_MT874924.1,7197,351
NZ_MT874924.1,7198,351
NZ_MT874924.1,7199,351
NZ_MT874924.1,7200,351
NZ_MT874924.1,7201,351
NZ_MT874924.1,7202,351
NZ_MT874924.1,7203,351
NZ_MT874924.1,7204,351
NZ_MT874924.1,7205,351
NZ_MT874924.1,7206,351
NZ_MT874924.1,7207,351
NZ_MT874924.1,7208,351
NZ_MT874924.1,7209,351
NZ_MT874924.1,7210,351
NZ_MT874924.1,7211,351
NZ_MT874924.1,7212,351
NZ_MT874924.1,7213,351
NZ_MT874924.1,7214,351
NZ_MT874924.1,7215,351
NZ_MT874924.1,7216,351
NZ_MT874924.1,7217,351
NZ_MT874924.1,7218,351
NZ_MT874924.1,7219,351
NZ_MT874924.1,7220,351
NZ_MT874924.1,7221,351
NZ_MT874924.1,7222,351
NZ_MT874924.1,7223,351
NZ_MT874924.1,7224,351
NZ_MT874924.1,7225,351
NZ_MT874924.1,7226,351
NZ_MT874924.1,7227,351
NZ_MT874924.1,7228,351
NZ_MT874924.1,7229,350
NZ_MT874924.1,7230,350
NZ_MT874924.1,7231,350
NZ_MT874924.1,7232,350
NZ_MT874924.1,7233,350
NZ_MT874924.1,7234,350
NZ_MT874924.1,7235,350
NZ_MT874924.1,7236,350
NZ_MT874924.1,7237,350
NZ_MT874924.1,7238,350
NZ_MT874924.1,7239,350
NZ_MT874924.1,7240,350
NZ_MT874924.1,7241,350
NZ_MT874924.1,7242,350
NZ_MT874924.1,7243,350
NZ_MT874924.1,7244,350
NZ_MT874924.1,7245,350
NZ_MT874924.1,7246,350
NZ_MT874924.1,7247,350
NZ_MT874924.1,7248,350
NZ_MT874924.1,7249,350
NZ_MT874924.1,7250,350
NZ_MT874924.1,7251,350
NZ_MT874924.1,7252,350
NZ_MT874924.1,7253,350
NZ_MT874924.1,7254,350
NZ_MT874924.1,7255,349
NZ_MT874924.1,7256,348
NZ_MT874924.1,7257,348
NZ_MT874924.1,7258,348
NZ_MT874924.1,7259,348
NZ_MT874924.1,7260,348
NZ_MT874924.1,7261,348
NZ_MT874924.1,7262,348
NZ_MT874924.1,7263,348
NZ_MT874924.1,7264,348
NZ_MT874924.1,7265,348
NZ_MT874924.1,7266,348
NZ_MT874924.1,7267,348
NZ_MT874924.1,7268,348
NZ_MT874924.1,7269,348
NZ_MT874924.1,7270,348
NZ_MT874924.1,7271,348
NZ_MT874924.1,7272,348
NZ_MT874924.1,7273,348
NZ_MT874924.1,7274,348
NZ_MT874924.1,7275,348
NZ_MT874924.1,7276,348
NZ_MT874924.1,7277,348
NZ_MT874924.1,7278,348
NZ_MT874924.1,7279,348
NZ_MT874924.1,7280,348
NZ_MT874924.1,7281,348
NZ_MT874924.1,7282,348
NZ_MT874924.1,7283,348
NZ_MT874924.1,7284,279
NZ_MT874924.1,7285,276
NZ_MT874924.1,7286,269
NZ_MT874924.1,7287,269
NZ_MT874924.1,7288,263
NZ_MT874924.1,7289,253
NZ_MT874924.1,7290,252
NZ_MT874924.1,7291,252
NZ_MT874924.1,7292,252
NZ_MT874924.1,7293,252
NZ_MT874924.1,7294,252
NZ_MT874924.1,7295,252
NZ_MT874924.1,7296,252
NZ_MT874924.1,7297,252
NZ_MT874924.1,7298,252
NZ_MT874924.1,7299,252
